Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,Product Status,Shipping Mode,order_date,shipping_date,shipping_delay_days
TRANSFER,3,4,91.87999725,187.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,3375,Consumer,PR,725.0,5,Golf,18.20664215,-66.37052918,LATAM,Quixadá,Brasil,3375,10007,502,62.5,0.25,24992,50.0,0.49000001,5,250.0,187.5,91.87999725,South America,Ceará,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2015-05-27 01:32:00,2015-05-30 01:32:00,-1
TRANSFER,5,4,29.69000053,237.5500031,Late delivery,1,37,Electronics,Caguas,Puerto Rico,1339,Consumer,PR,725.0,6,Outdoors,18.27825165,-66.37059784,LATAM,Mejicanos,El Salvador,1339,55984,818,2.400000095,0.01,139976,47.99000168,0.129999995,5,239.9499969,237.5500031,29.69000053,Central America,San Salvador,PENDING,818,37,Titleist Pro V1x Golf Balls,47.99000168,0,Standard Class,2017-03-28 05:20:00,2017-04-02 05:20:00,1
TRANSFER,4,4,73.69999695,153.5500031,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,6543,Consumer,PR,725.0,6,Outdoors,18.27920532,-66.37055206,LATAM,Tepic,México,6543,52478,825,6.400000095,0.039999999,131164,31.98999977,0.479999989,5,159.9499969,153.5500031,73.69999695,Central America,Nayarit,PENDING,825,37,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,0,Standard Class,2017-02-05 01:01:00,2017-02-09 01:01:00,0
TRANSFER,6,4,-79.19000244,395.9599915,Late delivery,1,38,Kids' Golf Clubs,Guayama,Puerto Rico,3990,Consumer,PR,784.0,6,Outdoors,17.98249054,-66.1126709,LATAM,Mixco,Guatemala,3990,58375,306,53.99000168,0.119999997,146090,89.98999786,-0.200000003,5,449.9500122,395.9599915,-79.19000244,Central America,Guatemala,PENDING,306,38,Polar FT4 Heart Rate Monitor,89.98999786,0,Standard Class,2017-05-02 03:00:00,2017-05-08 03:00:00,2
TRANSFER,4,4,34.84999847,124.4599991,Shipping on time,0,44,Hunting & Shooting,Caguas,Puerto Rico,7247,Consumer,PR,725.0,7,Fan Shop,18.22776032,-66.37059021,LATAM,Nueva Gerona,Cuba,7247,56448,977,25.48999977,0.170000002,141192,29.98999977,0.280000001,5,149.9499969,124.4599991,34.84999847,Caribbean,Isla de la Juventud,PENDING,977,44,ENO Atlas Hammock Straps,29.98999977,0,Standard Class,2017-04-03 23:53:00,2017-04-07 23:53:00,0
TRANSFER,2,4,74.08999634,284.9500122,Advance shipping,0,3,Baseball & Softball,Caguas,Puerto Rico,1273,Consumer,PR,725.0,2,Fitness,18.2362442,-66.37062073,LATAM,Buenos Aires,Argentina,1273,8221,44,15.0,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,South America,Buenos Aires,PROCESSING,44,3,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,Standard Class,2015-04-30 23:49:00,2015-05-02 23:49:00,-2
TRANSFER,5,4,149.9900055,499.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,6277,Consumer,PR,725.0,3,Footwear,18.21949196,-66.37052918,LATAM,Chimaltenango,Guatemala,6277,58034,191,0.0,0.0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-04-27 03:32:00,2017-05-02 03:32:00,1
TRANSFER,4,4,-18.80999947,494.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,7701,Consumer,PR,725.0,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,2203,191,5.0,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-02-02 03:27:00,2015-02-06 03:27:00,0
TRANSFER,5,4,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,4126,Consumer,PR,725.0,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,53069,191,15.0,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-02-13 16:05:00,2017-02-18 16:05:00,1
TRANSFER,2,4,36.0,479.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,9528,Consumer,PR,725.0,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,60146,191,20.0,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36.0,Central America,Managua,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-05-27 23:28:00,2017-05-29 23:28:00,-2
TRANSFER,5,4,179.9799957,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,1853,Consumer,PR,725.0,3,Footwear,18.26019096,-66.37052918,LATAM,Valle de La Pascua,Venezuela,1853,55409,191,20.0,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,South America,Guárico,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-03-19 19:53:00,2017-03-24 19:53:00,1
TRANSFER,4,4,-783.6699829,474.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,11149,Consumer,PR,725.0,3,Footwear,18.28128624,-66.37050629,LATAM,San Miguelito,Panamá,11149,8678,191,25.0,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-05-07 15:56:00,2015-05-11 15:56:00,0
TRANSFER,6,4,199.4799957,474.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,5828,Consumer,PR,725.0,3,Footwear,18.21101761,-66.37052918,LATAM,San Miguelito,Panamá,5828,7980,191,25.0,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-04-27 11:23:00,2015-05-03 11:23:00,2
TRANSFER,6,4,-269.9700012,449.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,6887,Consumer,PR,725.0,3,Footwear,18.22019768,-66.37058258,LATAM,Petapa,Guatemala,6887,57185,191,50.0,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2017-04-14 18:06:00,2017-04-20 18:06:00,2
TRANSFER,2,4,-22.5,449.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,4781,Consumer,PR,725.0,3,Footwear,18.25534058,-66.37050629,LATAM,Cotia,Brasil,4781,8636,191,50.0,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Standard Class,2015-05-07 01:13:00,2015-05-09 01:13:00,-2
TRANSFER,3,4,59.06000137,337.4599915,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,10668,Consumer,PR,725.0,3,Footwear,18.23215866,-66.37059021,LATAM,Itapecuru Mirim,Brasil,10668,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,251,12,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,Standard Class,2017-06-12 05:55:00,2017-06-15 05:55:00,-1
TRANSFER,2,4,140.9799957,299.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,5421,Consumer,PR,725.0,4,Apparel,18.20737648,-66.37055206,LATAM,León,Nicaragua,5421,55876,365,0.0,0.0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-03-26 15:30:00,2017-03-28 15:30:00,-2
TRANSFER,2,4,81.66000366,296.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,10200,Consumer,PR,725.0,4,Apparel,18.27331543,-66.37060547,LATAM,Tlalpan,México,10200,53331,365,3.0,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-17 11:52:00,2017-02-19 11:52:00,-2
TRANSFER,6,4,18.40999985,296.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,11254,Consumer,PR,725.0,4,Apparel,18.2626648,-66.3706131,LATAM,Apopa,El Salvador,11254,51725,365,3.0,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-01-25 01:13:00,2017-01-31 01:13:00,2
TRANSFER,3,4,33.22000122,293.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,11106,Consumer,PR,725.0,4,Apparel,18.26016426,-66.37059021,LATAM,Cipolletti,Argentina,11106,52562,365,6.0,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-06 06:27:00,2017-02-09 06:27:00,-1
TRANSFER,5,4,25.30999947,290.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,8456,Consumer,PR,725.0,4,Apparel,18.24535179,-66.37059784,LATAM,Mejicanos,El Salvador,8456,59754,365,9.0,0.029999999,149532,59.99000168,0.090000004,5,299.9500122,290.9500122,25.30999947,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-05-22 06:08:00,2017-05-27 06:08:00,1
TRANSFER,5,4,-239.8600006,287.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6149,Consumer,PR,725.0,4,Apparel,18.21775055,-66.37060547,LATAM,La Ceiba,Honduras,6149,53574,365,12.0,0.039999999,133893,59.99000168,-0.829999983,5,299.9500122,287.9500122,-239.8600006,Central America,Atlántida,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2017-02-21 01:00:00,2017-02-26 01:00:00,1
TRANSFER,5,4,-155.8999939,283.4500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,1473,Consumer,PR,725.0,4,Apparel,18.29214859,-66.3706131,LATAM,Córdoba,México,1473,399,365,16.5,0.059999999,989,59.99000168,-0.550000012,5,299.9500122,283.4500122,-155.8999939,Central America,Veracruz,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Standard Class,2015-01-06 19:26:00,2015-01-11 19:26:00,1
DEBIT,6,2,40.02000046,86.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,1840,Consumer,PR,725.0,3,Footwear,18.26737404,-66.37062836,Africa,Kuito,Angola,1840,51050,191,13.0,0.129999995,127587,99.98999786,0.460000008,1,99.98999786,86.98999786,40.02000046,Central Africa,Bié,ON_HOLD,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2017-01-15 04:44:00,2017-01-21 04:44:00,4
DEBIT,6,2,44.59000015,127.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,6757,Consumer,PR,725.0,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,45680,403,2.599999905,0.02,114171,129.9900055,0.349999994,1,129.9900055,127.3899994,44.59000015,North Africa,Jartum,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-10-28 19:23:00,2016-11-03 19:23:00,4
DEBIT,3,2,57.95999908,118.2900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,3972,Consumer,PR,725.0,4,Apparel,18.27468491,-66.37056732,Africa,Hargeysa,Somalia,3972,42992,403,11.69999981,0.090000004,107395,129.9900055,0.49000001,1,129.9900055,118.2900009,57.95999908,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-09-19 13:39:00,2016-09-22 13:39:00,1
DEBIT,5,2,30.42000008,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,9316,Consumer,PR,725.0,4,Apparel,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,41304,403,13.0,0.100000001,103114,129.9900055,0.25999999,1,129.9900055,116.9899979,30.42000008,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-08-25 22:16:00,2016-08-30 22:16:00,3
DEBIT,6,2,24.60000038,49.18999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6757,Consumer,PR,725.0,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,45680,365,10.80000019,0.180000007,114173,59.99000168,0.5,1,59.99000168,49.18999863,24.60000038,North Africa,Jartum,ON_HOLD,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2016-10-28 19:23:00,2016-11-03 19:23:00,4
DEBIT,4,2,48.88000107,103.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,11213,Consumer,PR,725.0,4,Apparel,18.23975563,-66.37059021,Africa,Abidjan,Costa de Marfil,11213,44253,403,26.0,0.200000003,110494,129.9900055,0.469999999,1,129.9900055,103.9899979,48.88000107,West Africa,Lagunes,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,Second Class,2016-10-07 23:26:00,2016-10-11 23:26:00,2
DEBIT,4,2,0.0,296.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,3474,Consumer,PR,725.0,7,Fan Shop,18.2643261,-66.37060547,Africa,Abu Kabir,Egipto,3474,46098,957,3.0,0.01,115235,299.980011,0.0,1,299.980011,296.980011,0.0,North Africa,Ash Sharqiyah,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,Second Class,2016-11-03 21:49:00,2016-11-07 21:49:00,2
DEBIT,5,2,95.54000092,293.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,9316,Consumer,PR,725.0,7,Fan Shop,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,41304,957,6.0,0.02,103115,299.980011,0.330000013,1,299.980011,293.980011,95.54000092,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,Second Class,2016-08-25 22:16:00,2016-08-30 22:16:00,3
DEBIT,3,2,-50.58000183,252.8800049,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14630,Consumer,PR,725.0,10,Technology,18.27085495,-66.03705597,Europe,Perugia,Italia,14630,71077,1352,0.0,0.0,174392,252.8800049,-0.200000003,1,252.8800049,252.8800049,-50.58000183,Southern Europe,Umbría,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-03 13:05:00,2017-11-06 13:05:00,1
DEBIT,4,2,120.8300018,447.519989,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13256,Consumer,PR,725.0,10,Technology,18.23665237,-66.0370636,Europe,Nuremberg,Alemania,13256,69703,1349,4.519999981,0.01,173018,452.0400085,0.270000011,1,452.0400085,447.519989,120.8300018,Western Europe,Bavaria,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-14 11:42:00,2017-10-18 11:42:00,2
DEBIT,3,2,25.04000092,250.3500061,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14665,Consumer,PR,725.0,10,Technology,18.28206062,-66.03705597,Europe,Reims,Francia,14665,71112,1352,2.529999971,0.01,174427,252.8800049,0.100000001,1,252.8800049,250.3500061,25.04000092,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-04 01:21:00,2017-11-07 01:21:00,1
DEBIT,6,2,212.6399994,443.0,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13363,Consumer,PR,725.0,10,Technology,18.21524239,-66.03705597,Europe,Halle,Alemania,13363,69810,1349,9.039999962,0.02,173125,452.0400085,0.479999989,1,452.0400085,443.0,212.6399994,Western Europe,Sajonia-Anhalt,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-16 01:12:00,2017-10-22 01:12:00,4
DEBIT,3,2,68.68000031,245.2899933,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14645,Consumer,PR,725.0,10,Technology,18.25598526,-66.03705597,Europe,Bremerhaven,Alemania,14645,71092,1352,7.590000153,0.029999999,174407,252.8800049,0.280000001,1,252.8800049,245.2899933,68.68000031,Western Europe,Bremen,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-03 18:20:00,2017-11-06 18:20:00,1
DEBIT,6,2,135.8300018,433.9599915,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13163,Consumer,PR,725.0,10,Technology,18.28172112,-66.03705597,Europe,Portici,Italia,13163,69610,1349,18.07999992,0.039999999,172925,452.0400085,0.310000002,1,452.0400085,433.9599915,135.8300018,Southern Europe,Campania,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 03:08:00,2017-10-19 03:08:00,4
DEBIT,6,2,78.08000183,240.2400055,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14553,Consumer,PR,725.0,10,Technology,18.23458481,-66.03705597,Europe,Bielefeld,Alemania,14553,71000,1352,12.64000034,0.050000001,174315,252.8800049,0.330000013,1,252.8800049,240.2400055,78.08000183,Western Europe,Renania del Norte-Westfalia,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-02 10:06:00,2017-11-08 10:06:00,4
DEBIT,5,2,595.3499756,1417.5,Late delivery,1,64,Computers,Caguas,Puerto Rico,14287,Consumer,PR,725.0,10,Technology,18.25249672,-66.03704834,Europe,London,Reino Unido,14287,70734,1351,82.5,0.059999999,174049,1500.0,0.419999987,1,1500.0,1417.5,595.3499756,Northern Europe,Inglaterra,COMPLETE,1351,64,Dell Laptop,1500.0,0,Second Class,2017-10-29 12:55:00,2017-11-03 12:55:00,3
DEBIT,2,2,21.36000061,427.1799927,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,13179,Consumer,PR,725.0,10,Technology,18.25508499,-66.03705597,Europe,Drancy,Francia,13179,69626,1349,24.86000061,0.059999999,172941,452.0400085,0.050000001,1,452.0400085,427.1799927,21.36000061,Western Europe,Isla de Francia,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 08:44:00,2017-10-15 08:44:00,0
DEBIT,3,2,213.5899963,427.1799927,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13035,Consumer,PR,725.0,10,Technology,18.28042221,-66.0370636,Europe,Duisburg,Alemania,13035,69482,1349,24.86000061,0.059999999,172797,452.0400085,0.5,1,452.0400085,427.1799927,213.5899963,Western Europe,Renania del Norte-Westfalia,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-11 06:17:00,2017-10-14 06:17:00,1
DEBIT,5,2,55.79999924,1395.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,14322,Consumer,PR,725.0,10,Technology,18.23288918,-66.0370636,Europe,Bradford,Reino Unido,14322,70769,1351,105.0,0.07,174084,1500.0,0.039999999,1,1500.0,1395.0,55.79999924,Northern Europe,Inglaterra,COMPLETE,1351,64,Dell Laptop,1500.0,0,Second Class,2017-10-30 01:10:00,2017-11-04 01:10:00,3
DEBIT,4,2,126.1200027,420.3999939,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13196,Consumer,PR,725.0,10,Technology,18.22864342,-66.0370636,Europe,Agrigento,Italia,13196,69643,1349,31.63999939,0.07,172958,452.0400085,0.300000012,1,452.0400085,420.3999939,126.1200027,Southern Europe,Sicilia,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 14:41:00,2017-10-17 14:41:00,2
DEBIT,2,2,6.900000095,230.1199951,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,14604,Consumer,PR,725.0,10,Technology,18.29532433,-66.03705597,Europe,Oldham,Reino Unido,14604,71051,1352,22.76000023,0.090000004,174366,252.8800049,0.029999999,1,252.8800049,230.1199951,6.900000095,Northern Europe,Inglaterra,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-03 03:58:00,2017-11-05 03:58:00,0
DEBIT,4,2,-277.6700134,411.3599854,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,12961,Consumer,PR,725.0,10,Technology,18.24217796,-66.0370636,Europe,Palermo,Italia,12961,69408,1349,40.68000031,0.090000004,172723,452.0400085,-0.680000007,1,452.0400085,411.3599854,-277.6700134,Southern Europe,Sicilia,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-10 04:21:00,2017-10-14 04:21:00,2
DEBIT,4,2,105.8600006,230.1199951,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14676,Consumer,PR,725.0,10,Technology,18.25569725,-66.0370636,Europe,Madrid,España,14676,71123,1352,22.76000023,0.090000004,174438,252.8800049,0.460000008,1,252.8800049,230.1199951,105.8600006,Southern Europe,Madrid,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-04 05:12:00,2017-11-08 05:12:00,2
DEBIT,5,2,86.0,1365.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,14087,Consumer,PR,725.0,10,Technology,18.26639938,-66.0370636,Europe,Nancy,Francia,14087,70534,1351,135.0,0.090000004,173849,1500.0,0.059999999,1,1500.0,1365.0,86.0,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1351,64,Dell Laptop,1500.0,0,Second Class,2017-10-26 14:51:00,2017-10-31 14:51:00,3
DEBIT,2,2,195.2799988,406.8399963,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,13194,Consumer,PR,725.0,10,Technology,18.23524284,-66.03705597,Europe,Girona,España,13194,69641,1349,45.20000076,0.100000001,172956,452.0400085,0.479999989,1,452.0400085,406.8399963,195.2799988,Southern Europe,Cataluña,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 13:59:00,2017-10-15 13:59:00,0
DEBIT,6,2,22.76000023,227.5899963,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14513,Consumer,PR,725.0,10,Technology,18.25786781,-66.03705597,Europe,Laon,Francia,14513,70960,1352,25.29000092,0.100000001,174275,252.8800049,0.100000001,1,252.8800049,227.5899963,22.76000023,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-01 20:05:00,2017-11-07 20:05:00,4
DEBIT,4,2,180.5899963,384.230011,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13461,Consumer,PR,725.0,10,Technology,18.22337914,-66.03705597,Europe,Hartlepool,Reino Unido,13461,69908,1349,67.80999756,0.150000006,173223,452.0400085,0.469999999,1,452.0400085,384.230011,180.5899963,Northern Europe,Inglaterra,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-17 11:32:00,2017-10-21 11:32:00,2
DEBIT,3,2,101.0299988,214.9499969,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14510,Consumer,PR,725.0,10,Technology,18.23107529,-66.03705597,Europe,Pontault-Combault,Francia,14510,70957,1352,37.93000031,0.150000006,174272,252.8800049,0.469999999,1,252.8800049,214.9499969,101.0299988,Western Europe,Isla de Francia,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-01 19:02:00,2017-11-04 19:02:00,1
DEBIT,3,2,118.8499985,379.7099915,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13190,Consumer,PR,725.0,10,Technology,18.26862907,-66.03705597,Europe,La Rochelle,Francia,13190,69637,1349,72.33000183,0.159999996,172952,452.0400085,0.310000002,1,452.0400085,379.7099915,118.8499985,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 12:35:00,2017-10-16 12:35:00,1
DEBIT,6,2,60.86999893,209.8899994,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14508,Consumer,PR,725.0,10,Technology,18.22708893,-66.0370636,Europe,Edinburgh,Reino Unido,14508,70955,1352,42.99000168,0.170000002,174270,252.8800049,0.289999992,1,252.8800049,209.8899994,60.86999893,Northern Europe,Escocia,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-01 18:20:00,2017-11-07 18:20:00,4
DEBIT,5,2,73.45999908,209.8899994,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14472,Consumer,PR,725.0,10,Technology,18.23437882,-66.03705597,Europe,Acerra,Italia,14472,70919,1352,42.99000168,0.170000002,174234,252.8800049,0.349999994,1,252.8800049,209.8899994,73.45999908,Southern Europe,Campania,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-01 05:44:00,2017-11-06 05:44:00,3
DEBIT,5,2,39.88000107,209.8899994,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,14562,Consumer,PR,725.0,10,Technology,18.29236603,-66.0370636,Europe,Hanover,Alemania,14562,71009,1352,42.99000168,0.170000002,174324,252.8800049,0.189999998,1,252.8800049,209.8899994,39.88000107,Western Europe,Baja Sajonia,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,Second Class,2017-11-02 13:15:00,2017-11-07 13:15:00,3
DEBIT,4,2,177.9199982,370.6700134,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13206,Consumer,PR,725.0,10,Technology,18.21356773,-66.0370636,Europe,Manchester,Reino Unido,13206,69653,1349,81.37000275,0.180000007,172968,452.0400085,0.479999989,1,452.0400085,370.6700134,177.9199982,Northern Europe,Inglaterra,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-13 18:11:00,2017-10-17 18:11:00,2
DEBIT,3,2,129.7400055,370.6700134,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,13080,Consumer,PR,725.0,10,Technology,18.2920475,-66.0370636,Europe,Messina,Italia,13080,69527,1349,81.37000275,0.180000007,172842,452.0400085,0.349999994,1,452.0400085,370.6700134,129.7400055,Southern Europe,Sicilia,COMPLETE,1349,62,Web Camera,452.0400085,0,Second Class,2017-10-11 22:03:00,2017-10-14 22:03:00,1
